id,recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id,presencia,datetime
627488492,SMM09360_20231007_104000.wav,P23_SMM09360,2023,10,7,10,40,Theristicus melanopis,Common Song,14.69866667,20.94933333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/c01a68dc-ead0-4f90-b26e-4ff963cd07a9.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=tfdWaG46SLSOmq8CAXSGt7LvPQw%3D,0.360032052,48816,1,2023-10-07 10:40:00
627488493,SMM09360_20231007_103500.wav,P23_SMM09360,2023,10,7,10,35,Theristicus melanopis,Common Song,46.816,53.06666667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/1e0b0857-dae1-4123-9adb-2eedc0561ecf.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=xpra08lXSvgaTwEUweZQzyhQKRE%3D,0.310852808,48816,1,2023-10-07 10:35:00
627488496,SMM09360_20231007_085000.wav,P23_SMM09360,2023,10,7,8,50,Theristicus melanopis,Common Song,28.384,34.63466667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/4a4e46d0-5aa9-4ce0-99d4-31e10c3897ef.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=WvBPgeSLzPOHl%2FgUTSfrdp4LliE%3D,0.335074645,48816,1,2023-10-07 08:50:00
627488497,SMM09360_20231007_103000.wav,P23_SMM09360,2023,10,7,10,30,Theristicus melanopis,Common Song,28.71466667,34.96533333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/4907659c-de50-4912-bd8b-9d20d4227305.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=4yF%2FMCfN8GbF6r9qBPHthXtzAcI%3D,0.325817445,48816,1,2023-10-07 10:30:00
627488498,SMM09360_20231007_080000.wav,P23_SMM09360,2023,10,7,8,0,Theristicus melanopis,Common Song,50.432,56.68266667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/7672ef35-1616-4756-9372-945c8c41d066.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=OlIeYhsSszTs9OE9Ji%2F5lZ7AO7s%3D,0.310307829,48816,1,2023-10-07 08:00:00
627488500,SMM09360_20231007_090000.wav,P23_SMM09360,2023,10,7,9,0,Theristicus melanopis,Common Song,4.650666667,10.90133333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/b894ff3a-171c-410d-a075-6107f1f91a1b.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=7Qpr%2F6ZZ1OqemJDq8tb6sv32YNg%3D,0.321431131,48816,1,2023-10-07 09:00:00
627488501,SMM09360_20231007_083000.wav,P23_SMM09360,2023,10,7,8,30,Theristicus melanopis,Common Song,28.13866667,34.38933333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/8a1af33b-b692-4181-a27c-68a59e9d2193.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=e6wdgznqcVne7Z%2FMmE409xAQVvA%3D,0.429759943,48816,1,2023-10-07 08:30:00
627488502,SMM09360_20231007_100500.wav,P23_SMM09360,2023,10,7,10,5,Theristicus melanopis,Common Song,49.376,55.62666667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/31b4ef2d-3f70-42bc-bff3-32a1aac0a39b.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=shIz8o0QTNpjo3v1dVmlJyHsV0w%3D,0.337534885,48816,1,2023-10-07 10:05:00
627488506,SMM09360_20231007_091500.wav,P23_SMM09360,2023,10,7,9,15,Theristicus melanopis,Common Song,5.92,12.17066667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/c3cfb934-5a58-4584-92a6-4a616474f732.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=9eNlBolSlt7UoAtdpo6tgMHH6ng%3D,0.415799365,48816,1,2023-10-07 09:15:00
627488507,SMM09360_20231007_085500.wav,P23_SMM09360,2023,10,7,8,55,Theristicus melanopis,Common Song,33.536,39.78666667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/b01a3f30-2ca8-49d1-82df-80f59dd43513.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=NsbZPYT9go%2Br%2FEeOBu9QdidZzy4%3D,0.373510403,48816,1,2023-10-07 08:55:00
627488511,SMM09360_20231007_083500.wav,P23_SMM09360,2023,10,7,8,35,Theristicus melanopis,Common Song,46.656,52.90666667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/98c7c598-b340-4376-9755-a382e6f8c82f.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=YpbALqbIqplev6aU0LVoh4geFy8%3D,0.312372791,48816,1,2023-10-07 08:35:00
627488512,SMM09360_20231007_082000.wav,P23_SMM09360,2023,10,7,8,20,Theristicus melanopis,Common Song,38.688,44.93866667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/afdab382-b5c9-47cb-8b3f-4fdea30b791b.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=DlnDqIgzTl23o0zt5q7XooZOV7E%3D,0.409501986,48816,1,2023-10-07 08:20:00
627488513,SMM09360_20231007_064000.wav,P23_SMM09360,2023,10,7,6,40,Theristicus melanopis,Common Song,11.79733333,18.048,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/07/b1s4rz5gv1o7/e821c533-d7a4-4d45-8ce0-a286ca87c476.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=Y48Y8fXMpNLJskUiY%2BR0DbLTgd0%3D,0.316646223,48816,1,2023-10-07 06:40:00
627488534,SMM09360_20231004_093500.wav,P23_SMM09360,2023,10,4,9,35,Theristicus melanopis,Common Song,13.856,20.10666667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/04/b1s4rz5gv1o7/0629ba99-62ab-4759-8ea5-d08dd0ee24b5.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=UAPMAu3Ncnv%2FA4Dz2%2FhVWvrcd0M%3D,0.360698993,48816,1,2023-10-04 09:35:00
627488535,SMM09360_20231004_075500.wav,P23_SMM09360,2023,10,4,7,55,Theristicus melanopis,Common Song,18.464,24.71466667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/04/b1s4rz5gv1o7/199899ac-075c-4ad0-acac-46d86e221325.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=UirUYWsSLgeOOcnLMJSaR%2FqGkYM%3D,0.33671339,48816,1,2023-10-04 07:55:00
627488545,SMM09360_20231005_154000.wav,P23_SMM09360,2023,10,5,15,40,Theristicus melanopis,Common Song,23.92533333,30.176,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/05/b1s4rz5gv1o7/4d55651e-96e3-495d-ba43-38563f53656b.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=ojF29GbijhRAxzsG82smTQIVhjM%3D,0.336387071,48816,1,2023-10-05 15:40:00
627488546,SMM09360_20231005_163500.wav,P23_SMM09360,2023,10,5,16,35,Theristicus melanopis,Common Song,44.77866667,51.02933333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/05/b1s4rz5gv1o7/30eadb13-8c52-4b66-b1ab-5facae151da5.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=Oi6hC8meWnWo7z%2B261Ba66LLL7Y%3D,0.310040723,48816,1,2023-10-05 16:35:00
627488547,SMM09360_20231005_104500.wav,P23_SMM09360,2023,10,5,10,45,Theristicus melanopis,Common Song,44.128,50.37866667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/05/b1s4rz5gv1o7/efa71f4d-aa3b-4c20-9740-4631c87c27c3.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=IEaN%2BYC7vsrIoZhU8O87VLqPQ6w%3D,0.324698186,48816,1,2023-10-05 10:45:00
627488549,SMM09360_20231005_091500.wav,P23_SMM09360,2023,10,5,9,15,Theristicus melanopis,Common Song,19.97866667,26.22933333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/05/b1s4rz5gv1o7/0b3307f7-e7ca-4efe-ac24-f68fd9a90213.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=Okfw4wZ8UXH8sdiKdAIzGIfsgGQ%3D,0.302323931,48816,1,2023-10-05 09:15:00
627488550,SMM09360_20231005_192500.wav,P23_SMM09360,2023,10,5,19,25,Theristicus melanopis,Common Song,27.072,33.32266667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/05/b1s4rz5gv1o7/7a3a8dc7-4194-49bf-a57d-0e2b75cccaaf.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=j%2FcH4hW1OvnoALYj3ewhdc4MF%2Fk%3D,0.339027301,48816,1,2023-10-05 19:25:00
627488552,SMM09360_20231011_104500.wav,P23_SMM09360,2023,10,11,10,45,Theristicus melanopis,Common Song,32.77866667,39.02933333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/11/b1s4rz5gv1o7/9d48d75d-eb98-4cd4-8dfa-2d94e8cedede.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=Y2bL2ktnUw2M866cLEY1cktO3Vc%3D,0.338217222,48816,1,2023-10-11 10:45:00
627488553,SMM09360_20231011_092500.wav,P23_SMM09360,2023,10,11,9,25,Theristicus melanopis,Common Song,44.71466667,50.96533333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/11/b1s4rz5gv1o7/b935c0d3-c11a-4e5f-abf6-b59bd847cefa.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=1OKLws6ZiRVAB%2B6QvSwhIj5jks0%3D,0.326599249,48816,1,2023-10-11 09:25:00
627488554,SMM09360_20231011_091500.wav,P23_SMM09360,2023,10,11,9,15,Theristicus melanopis,Common Song,12.05333333,18.304,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/11/b1s4rz5gv1o7/afbd6ff0-968c-4972-94d5-411d5bb1624f.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=CNaa1bSnBi65dJwRLmNJ8jwNI0U%3D,0.313658923,48816,1,2023-10-11 09:15:00
627488557,SMM09360_20231011_092000.wav,P23_SMM09360,2023,10,11,9,20,Theristicus melanopis,Common Song,37.792,44.04266667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/11/b1s4rz5gv1o7/b8aed082-d7a0-4252-acee-9cb6c9349665.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=VbSHCwET91pPrXk6K83Ix5GI67g%3D,0.370404766,48816,1,2023-10-11 09:20:00
627488558,SMM09360_20231011_091000.wav,P23_SMM09360,2023,10,11,9,10,Theristicus melanopis,Common Song,47.648,53.89866667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/11/b1s4rz5gv1o7/d4b01313-d56f-4914-bb9a-3e80f524c6b8.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=Jiif0CUzSmMluzZ7QdxcASPmOt0%3D,0.363510924,48816,1,2023-10-11 09:10:00
627488561,SMM09360_20231010_200500.wav,P23_SMM09360,2023,10,10,20,5,Theristicus melanopis,Common Song,47.36,53.61066667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/10/b1s4rz5gv1o7/0acc37ed-4b47-4084-93a5-d14ea3f270fc.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=sVK0j3gMg0m4dW0kwW8sCtMQVWQ%3D,0.432814046,48816,1,2023-10-10 20:05:00
627488562,SMM09360_20231010_191500.wav,P23_SMM09360,2023,10,10,19,15,Theristicus melanopis,Common Song,2.570666667,8.821333333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/10/b1s4rz5gv1o7/786cb7ee-ea1d-4e52-a384-05e57c6819e1.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=NnyHvtJbqXQuG7lw1fd8mA0ypBQ%3D,0.337137049,48816,1,2023-10-10 19:15:00
627488563,SMM09360_20231010_193000.wav,P23_SMM09360,2023,10,10,19,30,Theristicus melanopis,Common Song,2.922666667,9.173333333,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/10/b1s4rz5gv1o7/0ae91118-962c-4a4d-976d-056a775251e0.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=qpenbZUsUFIDBbowBdBqgI77KxI%3D,0.325635077,48816,1,2023-10-10 19:30:00
627488564,SMM09360_20231010_201000.wav,P23_SMM09360,2023,10,10,20,10,Theristicus melanopis,Common Song,46.00533333,52.256,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/10/b1s4rz5gv1o7/4c852c62-0856-4077-9829-a425010e5f5b.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=58K6YRXC7PvWU9Vw57XGGLINk08%3D,0.318430045,48816,1,2023-10-10 20:10:00
627488566,SMM09360_20231010_185500.wav,P23_SMM09360,2023,10,10,18,55,Theristicus melanopis,Common Song,4.437333333,10.688,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/10/b1s4rz5gv1o7/093fc6e1-1d44-4031-8d6e-40074c567cfe.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=3oqjnZcG9iyuBjf8bcQR0ti9EAQ%3D,0.942733176,48816,1,2023-10-10 18:55:00
627488568,SMM09317_20231012_130500.wav,P16_SMM09317,2023,10,12,13,5,Theristicus melanopis,Common Song,1.493333333,7.744,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/12/oa9fy3smeoix/0c779b9c-29e3-4951-a6ad-4a17cd7b1fb8.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=02rbvAjC28TJqU8%2FxDSM6bU8mXY%3D,0.36467171,48995,1,2023-10-12 13:05:00
627488578,SMM09317_20231008_150500.wav,P16_SMM09317,2023,10,8,15,5,Theristicus melanopis,Common Song,16.704,22.95466667,796.875,2390.625,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/10/08/oa9fy3smeoix/ce3bc48d-8724-44b5-b9a1-c290b6e9314c.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729633569&Signature=0SHAL7ZgWtUDyRRHv4bFf1%2F6QTs%3D,0.303275293,48995,1,2023-10-08 15:05:00
